id,"name","description","category","subcategory","type","subtype","startdatetime","status","lastmodifiedby","lastmodifieddatetime","domain","recordtype_id"
1554,,,,,,,"2016-07-01 00:05:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
1555,,,,,,,"2016-07-01 00:05:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
1556,,,,,,,"2016-07-01 00:05:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
1557,,,,,,,"2016-07-01 00:05:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
1558,,,,,,,"2016-07-01 00:05:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
1559,,,,,,,"2016-07-01 00:05:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
1560,,,,,,,"2016-07-01 00:05:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
1561,,,,,,,"2016-07-01 00:05:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
1562,,,,,,,"2016-07-01 00:05:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
1563,,,,,,,"2016-07-01 00:05:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
1564,,,,,,,"2016-07-01 00:05:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
1565,,,,,,,"2016-07-01 00:05:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
1566,,,,,,,"2016-07-01 00:05:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
1567,,,,,,,"2016-07-01 00:05:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
1568,,,,,,,"2016-07-01 00:05:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
1569,,,,,,,"2016-07-01 00:05:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
1570,,,,,,,"2016-07-01 00:05:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
1571,,,,,,,"2016-07-01 00:05:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
1572,,,,,,,"2016-07-01 00:05:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
1573,,,,,,,"2016-07-01 00:05:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
1574,,,,,,,"2016-07-01 00:05:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
1575,,,,,,,"2016-07-01 00:05:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
1576,,,,,,,"2016-07-01 00:05:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
1577,,,,,,,"2016-07-01 00:05:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
1578,,,,,,,"2016-07-01 00:05:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
1579,,,,,,,"2016-07-01 00:05:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
1580,,,,,,,"2016-07-01 00:05:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
1581,,,,,,,"2016-07-01 00:05:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
1582,,,,,,,"2016-07-01 00:05:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
1583,,,,,,,"2016-07-01 00:05:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
1584,,,,,,,"2016-07-01 00:05:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
1585,,,,,,,"2016-07-01 00:05:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
1586,,,,,,,"2016-07-01 00:05:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
1587,,,,,,,"2016-07-01 00:05:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
1588,,,,,,,"2016-07-01 00:05:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
1589,,,,,,,"2016-07-01 00:05:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
1590,,,,,,,"2016-07-01 00:05:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
1591,,,,,,,"2016-07-01 00:05:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
1592,,,,,,,"2016-07-01 00:05:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
1593,,,,,,,"2016-07-01 00:05:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
1594,,,,,,,"2016-07-01 00:05:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
1595,,,,,,,"2016-07-01 00:05:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
1596,,,,,,,"2016-07-01 00:05:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
1597,,,,,,,"2016-07-01 00:05:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
1598,,,,,,,"2016-07-01 00:05:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
1599,,,,,,,"2016-07-01 00:05:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
1600,,,,,,,"2016-07-01 00:05:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
1601,,,,,,,"2016-07-01 00:05:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
1602,,,,,,,"2016-07-01 00:05:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
1603,,,,,,,"2016-07-01 00:05:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
1604,,,,,,,"2016-07-01 00:05:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
1605,,,,,,,"2016-07-01 00:05:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
1606,,,,,,,"2016-07-01 00:05:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
1607,,,,,,,"2016-07-01 00:05:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
1608,,,,,,,"2016-07-01 00:05:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
1609,,,,,,,"2016-07-01 00:05:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
1610,,,,,,,"2016-07-01 00:06:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
1611,,,,,,,"2016-07-01 00:06:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
1612,,,,,,,"2016-07-01 00:06:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
1613,,,,,,,"2016-07-01 00:06:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
1614,,,,,,,"2016-07-01 00:06:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
1615,,,,,,,"2016-07-01 00:06:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
1616,,,,,,,"2016-07-01 00:06:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
1617,,,,,,,"2016-07-01 00:06:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
1618,,,,,,,"2016-07-01 00:06:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
1619,,,,,,,"2016-07-01 00:06:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
1620,,,,,,,"2016-07-01 00:06:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
1621,,,,,,,"2016-07-01 00:06:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
1622,,,,,,,"2016-07-01 00:06:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
1623,,,,,,,"2016-07-01 00:06:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
1624,,,,,,,"2016-07-01 00:06:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
1625,,,,,,,"2016-07-01 00:06:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
1626,,,,,,,"2016-07-01 00:06:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
1627,,,,,,,"2016-07-01 00:06:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
1628,,,,,,,"2016-07-01 00:06:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
1629,,,,,,,"2016-07-01 00:06:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
1630,,,,,,,"2016-07-01 00:06:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
1631,,,,,,,"2016-07-01 00:06:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
1632,,,,,,,"2016-07-01 00:06:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
1633,,,,,,,"2016-07-01 00:06:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
1634,,,,,,,"2016-07-01 00:06:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
1635,,,,,,,"2016-07-01 00:06:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
1636,,,,,,,"2016-07-01 00:06:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
1637,,,,,,,"2016-07-01 00:06:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
1638,,,,,,,"2016-07-01 00:06:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
1639,,,,,,,"2016-07-01 00:06:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
1640,,,,,,,"2016-07-01 00:06:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
1641,,,,,,,"2016-07-01 00:06:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
1642,,,,,,,"2016-07-01 00:06:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
1643,,,,,,,"2016-07-01 00:06:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
1644,,,,,,,"2016-07-01 00:06:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
1645,,,,,,,"2016-07-01 00:06:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
1646,,,,,,,"2016-07-01 00:06:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
1647,,,,,,,"2016-07-01 00:06:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
1648,,,,,,,"2016-07-01 00:06:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
1649,,,,,,,"2016-07-01 00:06:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
1650,,,,,,,"2016-07-01 00:06:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
1651,,,,,,,"2016-07-01 00:06:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
1652,,,,,,,"2016-07-01 00:06:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
1653,,,,,,,"2016-07-01 00:06:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
1654,,,,,,,"2016-07-01 00:06:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
1655,,,,,,,"2016-07-01 00:06:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
1656,,,,,,,"2016-07-01 00:06:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
1657,,,,,,,"2016-07-01 00:06:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
1658,,,,,,,"2016-07-01 00:06:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
1659,,,,,,,"2016-07-01 00:06:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
1660,,,,,,,"2016-07-01 00:06:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
1661,,,,,,,"2016-07-01 00:06:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
1662,,,,,,,"2016-07-01 00:06:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
1663,,,,,,,"2016-07-01 00:06:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
1664,,,,,,,"2016-07-01 00:06:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
1665,,,,,,,"2016-07-01 00:06:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
1666,,,,,,,"2016-07-01 00:06:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
1667,,,,,,,"2016-07-01 00:06:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
1668,,,,,,,"2016-07-01 00:06:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
1669,,,,,,,"2016-07-01 00:06:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
1670,,,,,,,"2016-07-01 00:06:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
1671,,,,,,,"2016-07-01 00:07:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
1672,,,,,,,"2016-07-01 00:07:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
1673,,,,,,,"2016-07-01 00:07:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
1674,,,,,,,"2016-07-01 00:07:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
1675,,,,,,,"2016-07-01 00:07:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
1676,,,,,,,"2016-07-01 00:07:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
1677,,,,,,,"2016-07-01 00:07:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
1678,,,,,,,"2016-07-01 00:07:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
1679,,,,,,,"2016-07-01 00:07:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
1680,,,,,,,"2016-07-01 00:07:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
1681,,,,,,,"2016-07-01 00:07:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
1682,,,,,,,"2016-07-01 00:07:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
1683,,,,,,,"2016-07-01 00:07:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
1684,,,,,,,"2016-07-01 00:07:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
1685,,,,,,,"2016-07-01 00:07:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
1686,,,,,,,"2016-07-01 00:07:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
1687,,,,,,,"2016-07-01 00:07:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
1688,,,,,,,"2016-07-01 00:07:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
1689,,,,,,,"2016-07-01 00:07:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
1690,,,,,,,"2016-07-01 00:07:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
1691,,,,,,,"2016-07-01 00:07:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
1692,,,,,,,"2016-07-01 00:07:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
1693,,,,,,,"2016-07-01 00:07:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
1694,,,,,,,"2016-07-01 00:07:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
1695,,,,,,,"2016-07-01 00:07:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
1696,,,,,,,"2016-07-01 00:07:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
1697,,,,,,,"2016-07-01 00:07:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
1698,,,,,,,"2016-07-01 00:07:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
1699,,,,,,,"2016-07-01 00:07:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
1700,,,,,,,"2016-07-01 00:07:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
1701,,,,,,,"2016-07-01 00:07:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
1702,,,,,,,"2016-07-01 00:07:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
1703,,,,,,,"2016-07-01 00:07:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
1704,,,,,,,"2016-07-01 00:07:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
1705,,,,,,,"2016-07-01 00:07:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
1706,,,,,,,"2016-07-01 00:07:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
1707,,,,,,,"2016-07-01 00:07:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
1708,,,,,,,"2016-07-01 00:07:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
1709,,,,,,,"2016-07-01 00:07:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
1710,,,,,,,"2016-07-01 00:07:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
1711,,,,,,,"2016-07-01 00:07:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
1712,,,,,,,"2016-07-01 00:07:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
1713,,,,,,,"2016-07-01 00:07:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
1714,,,,,,,"2016-07-01 00:07:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
1715,,,,,,,"2016-07-01 00:07:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
1716,,,,,,,"2016-07-01 00:07:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
1717,,,,,,,"2016-07-01 00:07:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
1718,,,,,,,"2016-07-01 00:07:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
1719,,,,,,,"2016-07-01 00:07:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
1720,,,,,,,"2016-07-01 00:07:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
1721,,,,,,,"2016-07-01 00:07:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
1722,,,,,,,"2016-07-01 00:07:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
1723,,,,,,,"2016-07-01 00:07:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
1724,,,,,,,"2016-07-01 00:07:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
1725,,,,,,,"2016-07-01 00:07:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
1726,,,,,,,"2016-07-01 00:07:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
1727,,,,,,,"2016-07-01 00:07:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
1728,,,,,,,"2016-07-01 00:07:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
1729,,,,,,,"2016-07-01 00:07:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
1730,,,,,,,"2016-07-01 00:07:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
1731,,,,,,,"2016-07-01 00:07:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
1732,,,,,,,"2016-07-01 00:07:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
1733,,,,,,,"2016-07-01 00:07:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
1734,,,,,,,"2016-07-01 00:07:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
1735,,,,,,,"2016-07-01 00:07:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
1736,,,,,,,"2016-07-01 00:07:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
1737,,,,,,,"2016-07-01 00:07:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
1738,,,,,,,"2016-07-01 00:07:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
1739,,,,,,,"2016-07-01 00:07:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
1740,,,,,,,"2016-07-01 00:07:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
1741,,,,,,,"2016-07-01 00:07:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
1742,,,,,,,"2016-07-01 00:07:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
1743,,,,,,,"2016-07-01 00:07:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
1744,,,,,,,"2016-07-01 00:07:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
1745,,,,,,,"2016-07-01 00:07:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
1746,,,,,,,"2016-07-01 00:07:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
1747,,,,,,,"2016-07-01 00:07:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
1748,,,,,,,"2016-07-01 00:07:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
1749,,,,,,,"2016-07-01 00:07:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
1750,,,,,,,"2016-07-01 00:07:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
1751,,,,,,,"2016-07-01 00:07:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
1752,,,,,,,"2016-07-01 00:07:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
1753,,,,,,,"2016-07-01 00:07:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
1754,,,,,,,"2016-07-01 00:07:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
1755,,,,,,,"2016-07-01 00:07:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
1756,,,,,,,"2016-07-01 00:07:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
1757,,,,,,,"2016-07-01 00:07:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
1758,,,,,,,"2016-07-01 00:07:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
1759,,,,,,,"2016-07-01 00:07:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
1760,,,,,,,"2016-07-01 00:07:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
1761,,,,,,,"2016-07-01 00:07:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
1762,,,,,,,"2016-07-01 00:07:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
1763,,,,,,,"2016-07-01 00:07:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
1764,,,,,,,"2016-07-01 00:07:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
1765,,,,,,,"2016-07-01 00:07:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
1766,,,,,,,"2016-07-01 00:07:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
1767,,,,,,,"2016-07-01 00:07:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
1768,,,,,,,"2016-07-01 00:07:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
1769,,,,,,,"2016-07-01 00:07:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
1770,,,,,,,"2016-07-01 00:07:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
1771,,,,,,,"2016-07-01 00:07:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
1772,,,,,,,"2016-07-01 00:07:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
1773,,,,,,,"2016-07-01 00:07:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
1774,,,,,,,"2016-07-01 00:07:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
1775,,,,,,,"2016-07-01 00:07:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
1776,,,,,,,"2016-07-01 00:07:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
1777,,,,,,,"2016-07-01 00:07:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
1778,,,,,,,"2016-07-01 00:07:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
1779,,,,,,,"2016-07-01 00:07:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
1780,,,,,,,"2016-07-01 00:07:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
1781,,,,,,,"2016-07-01 00:07:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
1782,,,,,,,"2016-07-01 00:07:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
1783,,,,,,,"2016-07-01 00:07:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
1784,,,,,,,"2016-07-01 00:07:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
1785,,,,,,,"2016-07-01 00:07:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
1786,,,,,,,"2016-07-01 00:07:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
1787,,,,,,,"2016-07-01 00:07:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
1788,,,,,,,"2016-07-01 00:07:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
1789,,,,,,,"2016-07-01 00:07:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
1790,,,,,,,"2016-07-01 00:07:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
1791,,,,,,,"2016-07-01 00:07:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
1792,,,,,,,"2016-07-01 00:07:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
1793,,,,,,,"2016-07-01 00:07:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
1794,,,,,,,"2016-07-01 00:07:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
1795,,,,,,,"2016-07-01 00:07:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
1796,,,,,,,"2016-07-01 00:07:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
1797,,,,,,,"2016-07-01 00:07:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
1798,,,,,,,"2016-07-01 00:07:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
1799,,,,,,,"2016-07-01 00:07:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
1800,,,,,,,"2016-07-01 00:07:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
1801,,,,,,,"2016-07-01 00:07:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
1802,,,,,,,"2016-07-01 00:07:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
1803,,,,,,,"2016-07-01 00:07:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
1804,,,,,,,"2016-07-01 00:07:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
1805,,,,,,,"2016-07-01 00:07:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
1806,,,,,,,"2016-07-01 00:07:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
1807,,,,,,,"2016-07-01 00:07:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
1808,,,,,,,"2016-07-01 00:07:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
1809,,,,,,,"2016-07-01 00:07:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
1810,,,,,,,"2016-07-01 00:07:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
1811,,,,,,,"2016-07-01 00:07:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
1812,,,,,,,"2016-07-01 00:07:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
1813,,,,,,,"2016-07-01 00:07:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
1814,,,,,,,"2016-07-01 00:07:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
1815,,,,,,,"2016-07-01 00:07:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
1816,,,,,,,"2016-07-01 00:07:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
1817,,,,,,,"2016-07-01 00:07:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
1818,,,,,,,"2016-07-01 00:07:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
1819,,,,,,,"2016-07-01 00:07:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
1820,,,,,,,"2016-07-01 00:07:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
1821,,,,,,,"2016-07-01 00:07:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
1822,,,,,,,"2016-07-01 00:07:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
1823,,,,,,,"2016-07-01 00:07:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
1824,,,,,,,"2016-07-01 00:07:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
1825,,,,,,,"2016-07-01 00:07:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
1826,,,,,,,"2016-07-01 00:07:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
1827,,,,,,,"2016-07-01 00:07:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
1828,,,,,,,"2016-07-01 00:07:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
1829,,,,,,,"2016-07-01 00:07:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
1830,,,,,,,"2016-07-01 00:07:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
1831,,,,,,,"2016-07-01 00:07:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
